question_id,question_number,retrieval_mode,variant_index,variant_role,target_lane,query,reason,hit_count,top_unit_ids,expected_target_hit,expected_target_rank
q36_what_information_is_missing_from_the_cur,36,prior_plus_support_content_only,0,literal_question,all,What information is missing from the current KB that would improve this beat?,original planner question,50,u-L0034-04|corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first|u-L0034-03|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order|corpus:session_recap:session-3:observed-play-prose,,
q37_what_prep_can_be_safely_generated_anyway,37,prior_plus_support_content_only,0,literal_question,all,What prep can be safely generated anyway?,original planner question,50,corpus:location:hempholm:authority-stance|corpus:session_recap:session-3:observed-play-prose|corpus:location:hempholm:open-canon-questions|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,,
q38_what_should_the_gm_decide_manually,38,prior_plus_support_content_only,0,literal_question,all,What should the GM decide manually?,original planner question,50,corpus:npc:bubbles_the_float_goat:package-notes|corpus:npc:bubbles_the_float_goat:session-recaps-no-pinned-default|corpus:npc:bubbles_the_float_goat:source-pointers|corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
q01_who_are_the_npcs_the_players_encountered,1,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"Who are the NPCs the players encountered in Stone Bridge, how do they think about the party, and what are they doing in the morning after the events of the prior night's flood? Prepare dialogue, a visual description, and emotional/mental states for those NPCs.",original planner question,50,u-L0034-01|corpus:session_recap:session-3:observed-play-prose|u-L0003-01|u-L0041-05|u-L0043-01,,
q01_who_are_the_npcs_the_players_encountered,1,prior_plus_support_content_plus_lexical_hints,1,npc_target_alias,character_party_behavior,Pippa Bubbles Grishna Stone Bridge River's Edge Pub NPCs,PR58 C1S4 target NPC and location family for broad encounter recall,20,u-L0034-02|u-L0036-01|u-L0034-03|u-L0005-02|u-L0011-02,,
q01_who_are_the_npcs_the_players_encountered,1,prior_plus_support_content_plus_lexical_hints,2,npc_target_alias,character_party_behavior,encountered NPCs Pippa Bubbles Grishna,PR58 target NPC continuity aliases for broad NPC question,20,u-L0034-02|u-L0034-03|u-L0034-04|u-L0034-05|u-L0036-01,,
q01_who_are_the_npcs_the_players_encountered,1,prior_plus_support_content_plus_lexical_hints,3,npc_target_alias,character_party_behavior,Grishna River's Edge Pub,Grishna pub anchor for thin hub recall,20,u-L0005-02|u-L0011-02|u-L0007-01|corpus:location:rivers_edge_pub:canon-summary|corpus:location:rivers_edge_pub:retrieval-keywords,,
q02_if_the_players_are_not_ready_to_leave_to,2,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"If the players are not ready to leave town, what are some ways we could motivate them to get on the road?",original planner question,50,corpus:session_recap:session-3:observed-play-prose|u-L0034-01|u-L0007-01|u-L0011-03|meta-session-0001-locations,,
q02_if_the_players_are_not_ready_to_leave_to,2,prior_plus_support_content_plus_lexical_hints,1,route_distance_alias,prior_campaign_memory,Stone Bridge Mirathorn route travel week on foot,Session 3 distance estimate and route context,20,corpus:location:stone_bridge:open-canon-questions|meta-session-0003-locations|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0003-01,,
q02_if_the_players_are_not_ready_to_leave_to,2,prior_plus_support_content_plus_lexical_hints,2,route_distance_alias,prior_campaign_memory,Stone Bridge to Mirathorn exact route unknown,Route gap plus Stone Bridge anchor,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-03,,
q02_if_the_players_are_not_ready_to_leave_to,2,prior_plus_support_content_plus_lexical_hints,3,route_distance_alias,prior_campaign_memory,Mirathorn week on foot Stone Bridge,Mirathorn travel-time phrasing from play recap,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-02,,
q03_how_far_away_is_mirathorn_at_this_point,3,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,How far away is Mirathorn at this point? Is anyone traveling that direction? What will they see and encounter on the road?,original planner question,50,corpus:location:hempholm:canon-summary|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order|u-L0034-03|u-L0034-04|u-L0043-04,,
q03_how_far_away_is_mirathorn_at_this_point,3,prior_plus_support_content_plus_lexical_hints,1,route_distance_alias,prior_campaign_memory,Stone Bridge Mirathorn route travel week on foot,Session 3 distance estimate and route context,20,corpus:location:stone_bridge:open-canon-questions|meta-session-0003-locations|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0003-01,,
q03_how_far_away_is_mirathorn_at_this_point,3,prior_plus_support_content_plus_lexical_hints,2,route_distance_alias,prior_campaign_memory,Stone Bridge to Mirathorn exact route unknown,Route gap plus Stone Bridge anchor,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-03,,
q03_how_far_away_is_mirathorn_at_this_point,3,prior_plus_support_content_plus_lexical_hints,3,route_distance_alias,prior_campaign_memory,Mirathorn week on foot Stone Bridge,Mirathorn travel-time phrasing from play recap,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-02,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"We need a good hemp-dealing merchant who will plant the hook for stopping in Hempholm. Give me a list of NPC names, first and last, with a brief description of appearance and attitude.",original planner question,50,u-L0005-03|u-L0013-01|corpus:location:hempholm:campaign-canon-npcs-anchored-here|u-L0034-01|corpus:location:hempholm:canon-summary,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,1,npc_target_alias,character_party_behavior,Pippa Bubbles Grishna Stone Bridge River's Edge Pub NPCs,PR58 C1S4 target NPC and location family for broad encounter recall,20,u-L0034-02|u-L0036-01|u-L0034-03|u-L0005-02|u-L0011-02,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,2,npc_target_alias,character_party_behavior,encountered NPCs Pippa Bubbles Grishna,PR58 target NPC continuity aliases for broad NPC question,20,u-L0034-02|u-L0034-03|u-L0034-04|u-L0034-05|u-L0036-01,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,3,npc_target_alias,character_party_behavior,Grishna River's Edge Pub,Grishna pub anchor for thin hub recall,20,u-L0005-02|u-L0011-02|u-L0007-01|corpus:location:rivers_edge_pub:canon-summary|corpus:location:rivers_edge_pub:retrieval-keywords,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,4,support_alias,support_knowledge,Hempholm visible threat giant tree,Hempholm tree support-description signals detected,20,corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:cross-references|corpus:location:hempholm:open-canon-questions,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,5,support_alias,support_knowledge,Hempholm magical metallic tree precious metal,Hempholm metallic tree support card retrieval terms,20,corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,6,support_alias,support_knowledge,support Hempholm tree visible threat,Support-card scoped Hempholm tree alias,20,corpus:location:hempholm:cross-references|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q04_we_need_a_good_hemp_dealing_merchant_who,4,prior_plus_support_content_plus_lexical_hints,7,support_alias,support_knowledge,Hempholm grotesque tree metallic precious metal,Hempholm tree merchant-description support alias,20,corpus:location:hempholm:canon-summary|corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q05_there_is_a_gigantic_tree_growing_in_hemp,5,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"There is a gigantic tree growing in Hempholm that can be seen from quite a ways away, it is kinda shiny and metallic and probably magical. How might this be described by the merchant we created who got out of town quick?",original planner question,50,corpus:location:hempholm:canon-summary|corpus:session_recap:session-3:observed-play-prose|corpus:location:hempholm:campaign-canon-npcs-anchored-here|u-L0007-01|corpus:location:hempholm:sub-locations-and-scene-anchors,,
q05_there_is_a_gigantic_tree_growing_in_hemp,5,prior_plus_support_content_plus_lexical_hints,1,support_alias,support_knowledge,Hempholm visible threat giant tree,Hempholm tree support-description signals detected,20,corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:cross-references|corpus:location:hempholm:open-canon-questions,,
q05_there_is_a_gigantic_tree_growing_in_hemp,5,prior_plus_support_content_plus_lexical_hints,2,support_alias,support_knowledge,Hempholm magical metallic tree precious metal,Hempholm metallic tree support card retrieval terms,20,corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q05_there_is_a_gigantic_tree_growing_in_hemp,5,prior_plus_support_content_plus_lexical_hints,3,support_alias,support_knowledge,support Hempholm tree visible threat,Support-card scoped Hempholm tree alias,20,corpus:location:hempholm:cross-references|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q05_there_is_a_gigantic_tree_growing_in_hemp,5,prior_plus_support_content_plus_lexical_hints,4,support_alias,support_knowledge,Hempholm grotesque tree metallic precious metal,Hempholm tree merchant-description support alias,20,corpus:location:hempholm:canon-summary|corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q06_what_are_some_rumors_that_the_npc_could,6,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What are some rumors that the NPC could share? What do they think of the players in their current context?,original planner question,50,corpus:npc:bubbles_the_float_goat:float-goat-species-context|u-L0007-01|u-L0034-01|u-L0043-01|corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first,,
q06_what_are_some_rumors_that_the_npc_could,6,prior_plus_support_content_plus_lexical_hints,1,npc_target_alias,character_party_behavior,Pippa Bubbles Grishna Stone Bridge River's Edge Pub NPCs,PR58 C1S4 target NPC and location family for broad encounter recall,20,u-L0034-02|u-L0036-01|u-L0034-03|u-L0005-02|u-L0011-02,,
q06_what_are_some_rumors_that_the_npc_could,6,prior_plus_support_content_plus_lexical_hints,2,npc_target_alias,character_party_behavior,encountered NPCs Pippa Bubbles Grishna,PR58 target NPC continuity aliases for broad NPC question,20,u-L0034-02|u-L0034-03|u-L0034-04|u-L0034-05|u-L0036-01,,
q06_what_are_some_rumors_that_the_npc_could,6,prior_plus_support_content_plus_lexical_hints,3,npc_target_alias,character_party_behavior,Grishna River's Edge Pub,Grishna pub anchor for thin hub recall,20,u-L0005-02|u-L0011-02|u-L0007-01|corpus:location:rivers_edge_pub:canon-summary|corpus:location:rivers_edge_pub:retrieval-keywords,,
q07_what_is_the_tone_of_the_road_from_stone,7,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"What is the tone of the road from Stone Bridge toward Mirathorn after the flood? What sensory details should I use to make the transition feel like travel, not teleportation?",original planner question,50,corpus:location:stone_bridge:canon-summary|meta-session-0003-locations|u-L0034-04|u-L0034-01|u-L0036-01,,
q07_what_is_the_tone_of_the_road_from_stone,7,prior_plus_support_content_plus_lexical_hints,1,route_distance_alias,prior_campaign_memory,Stone Bridge Mirathorn route travel week on foot,Session 3 distance estimate and route context,20,corpus:location:stone_bridge:open-canon-questions|meta-session-0003-locations|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0003-01,,
q07_what_is_the_tone_of_the_road_from_stone,7,prior_plus_support_content_plus_lexical_hints,2,route_distance_alias,prior_campaign_memory,Stone Bridge to Mirathorn exact route unknown,Route gap plus Stone Bridge anchor,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-03,,
q07_what_is_the_tone_of_the_road_from_stone,7,prior_plus_support_content_plus_lexical_hints,3,route_distance_alias,prior_campaign_memory,Mirathorn week on foot Stone Bridge,Mirathorn travel-time phrasing from play recap,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-02,,
q08_give_me_three_small_road_events_that_can,8,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"Give me three small road events that can happen before the Hempholm hook lands: one comic, one eerie, and one character-focused.",original planner question,50,corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
q08_give_me_three_small_road_events_that_can,8,prior_plus_support_content_plus_lexical_hints,1,support_alias,support_knowledge,Hempholm visible threat giant tree,Hempholm tree support-description signals detected,20,corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:cross-references|corpus:location:hempholm:open-canon-questions,,
q08_give_me_three_small_road_events_that_can,8,prior_plus_support_content_plus_lexical_hints,2,support_alias,support_knowledge,Hempholm magical metallic tree precious metal,Hempholm metallic tree support card retrieval terms,20,corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q08_give_me_three_small_road_events_that_can,8,prior_plus_support_content_plus_lexical_hints,3,support_alias,support_knowledge,support Hempholm tree visible threat,Support-card scoped Hempholm tree alias,20,corpus:location:hempholm:cross-references|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q08_give_me_three_small_road_events_that_can,8,prior_plus_support_content_plus_lexical_hints,4,support_alias,support_knowledge,Hempholm grotesque tree metallic precious metal,Hempholm tree merchant-description support alias,20,corpus:location:hempholm:canon-summary|corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q09_the_players_are_likely_still_riding_the,9,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,The players are likely still riding the emotional high of saving Bubbles and Stone Bridge. How can I use that to frame the first road encounter?,original planner question,50,u-L0034-01|u-L0034-02|u-L0034-04|corpus:location:stone_bridge:canon-summary|u-L0034-05,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"As the party approaches Hempholm, what should they see first from a distance? Give me a boxed-text style description and a shorter improvised version.",original planner question,50,corpus:location:hempholm:canon-summary|u-L0009-01|u-L0013-02|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,1,route_distance_alias,prior_campaign_memory,Stone Bridge Mirathorn route travel week on foot,Session 3 distance estimate and route context,20,corpus:location:stone_bridge:open-canon-questions|meta-session-0003-locations|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0003-01,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,2,route_distance_alias,prior_campaign_memory,Stone Bridge to Mirathorn exact route unknown,Route gap plus Stone Bridge anchor,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-03,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,3,route_distance_alias,prior_campaign_memory,Mirathorn week on foot Stone Bridge,Mirathorn travel-time phrasing from play recap,20,meta-session-0003-locations|corpus:location:stone_bridge:open-canon-questions|corpus:location:stone_bridge:canon-summary|corpus:location:stone_bridge:retrieval-keywords|u-L0043-02,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,4,support_alias,support_knowledge,Hempholm visible threat giant tree,Hempholm tree support-description signals detected,20,corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:cross-references|corpus:location:hempholm:open-canon-questions,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,5,support_alias,support_knowledge,Hempholm magical metallic tree precious metal,Hempholm metallic tree support card retrieval terms,20,corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,6,support_alias,support_knowledge,support Hempholm tree visible threat,Support-card scoped Hempholm tree alias,20,corpus:location:hempholm:cross-references|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q10_as_the_party_approaches_hempholm__what_s,10,prior_plus_support_content_plus_lexical_hints,7,support_alias,support_knowledge,Hempholm grotesque tree metallic precious metal,Hempholm tree merchant-description support alias,20,corpus:location:hempholm:canon-summary|corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"What are the first three NPCs the players should meet in Hempholm, and what immediate tension does each one represent?",original planner question,50,u-L0034-01|u-L0041-04|u-L0041-05|u-L0043-01|u-L0041-06,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,1,npc_target_alias,character_party_behavior,Pippa Bubbles Grishna Stone Bridge River's Edge Pub NPCs,PR58 C1S4 target NPC and location family for broad encounter recall,20,u-L0034-02|u-L0036-01|u-L0034-03|u-L0005-02|u-L0011-02,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,2,npc_target_alias,character_party_behavior,encountered NPCs Pippa Bubbles Grishna,PR58 target NPC continuity aliases for broad NPC question,20,u-L0034-02|u-L0034-03|u-L0034-04|u-L0034-05|u-L0036-01,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,3,npc_target_alias,character_party_behavior,Grishna River's Edge Pub,Grishna pub anchor for thin hub recall,20,u-L0005-02|u-L0011-02|u-L0007-01|corpus:location:rivers_edge_pub:canon-summary|corpus:location:rivers_edge_pub:retrieval-keywords,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,4,support_alias,support_knowledge,Hempholm visible threat giant tree,Hempholm tree support-description signals detected,20,corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:cross-references|corpus:location:hempholm:open-canon-questions,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,5,support_alias,support_knowledge,Hempholm magical metallic tree precious metal,Hempholm metallic tree support card retrieval terms,20,corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,6,support_alias,support_knowledge,support Hempholm tree visible threat,Support-card scoped Hempholm tree alias,20,corpus:location:hempholm:cross-references|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q11_what_are_the_first_three_npcs_the_player,11,prior_plus_support_content_plus_lexical_hints,7,support_alias,support_knowledge,Hempholm grotesque tree metallic precious metal,Hempholm tree merchant-description support alias,20,corpus:location:hempholm:canon-summary|corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q12_what_questions_are_the_players_most_like,12,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"What questions are the players most likely to ask when they see a magical metallic tree near a village, and what should my answers be?",original planner question,50,corpus:location:hempholm:canon-summary|corpus:npc:bubbles_the_float_goat:float-goat-species-context|corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:session_recap:session-3:observed-play-prose|u-L0034-05,,
q12_what_questions_are_the_players_most_like,12,prior_plus_support_content_plus_lexical_hints,1,support_alias,support_knowledge,Hempholm visible threat giant tree,Hempholm tree support-description signals detected,20,corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture|corpus:location:hempholm:canon-summary|corpus:location:hempholm:cross-references|corpus:location:hempholm:open-canon-questions,,
q12_what_questions_are_the_players_most_like,12,prior_plus_support_content_plus_lexical_hints,2,support_alias,support_knowledge,Hempholm magical metallic tree precious metal,Hempholm metallic tree support card retrieval terms,20,corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:canon-summary|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q12_what_questions_are_the_players_most_like,12,prior_plus_support_content_plus_lexical_hints,3,support_alias,support_knowledge,support Hempholm tree visible threat,Support-card scoped Hempholm tree alias,20,corpus:location:hempholm:cross-references|corpus:location:hempholm:suggested-reads-in-order|corpus:location:hempholm:authority-stance|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q12_what_questions_are_the_players_most_like,12,prior_plus_support_content_plus_lexical_hints,4,support_alias,support_knowledge,Hempholm grotesque tree metallic precious metal,Hempholm tree merchant-description support alias,20,corpus:location:hempholm:canon-summary|corpus:location:hempholm:retrieval-keywords|corpus:location:hempholm:sub-locations-and-scene-anchors|corpus:location:hempholm:campaign-canon-npcs-anchored-here|corpus:location:hempholm:canon-location-texture,,
q13_what_observable_clues_should_reveal_that,13,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What observable clues should reveal that the tree is dangerous before initiative starts?,original planner question,50,corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first|u-L0034-03|u-L0034-04|u-L0034-02|u-L0034-05,,
q14_what_skill_checks_should_be_available_fo,14,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"What skill checks should be available for studying the tree, and what information should each reveal?",original planner question,50,corpus:npc:bubbles_the_float_goat:session-recaps-no-pinned-default|corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:bubbles-the-float-goat|corpus:npc:bubbles_the_float_goat:float-goat-species-context,,
q15_how_do_i_teach_the_tree_s_reach_and_move,15,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,How do I teach the tree’s reach and movement without simply saying “it has a 30-foot reach”?,original planner question,50,corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|u-L0034-04|corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first|corpus:npc:bubbles_the_float_goat:session-recaps-no-pinned-default,,
q16_who_in_town_wants_to_attack_or_burn_the,16,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"Who in town wants to attack or burn the tree, and why? Give me a few NPC archetypes with dialogue.",original planner question,50,u-L0005-03|u-L0034-01|u-L0041-04|u-L0045-01|meta-session-0003-locations,,
q16_who_in_town_wants_to_attack_or_burn_the,16,prior_plus_support_content_plus_lexical_hints,1,npc_target_alias,character_party_behavior,Pippa Bubbles Grishna Stone Bridge River's Edge Pub NPCs,PR58 C1S4 target NPC and location family for broad encounter recall,20,u-L0034-02|u-L0036-01|u-L0034-03|u-L0005-02|u-L0011-02,,
q16_who_in_town_wants_to_attack_or_burn_the,16,prior_plus_support_content_plus_lexical_hints,2,npc_target_alias,character_party_behavior,encountered NPCs Pippa Bubbles Grishna,PR58 target NPC continuity aliases for broad NPC question,20,u-L0034-02|u-L0034-03|u-L0034-04|u-L0034-05|u-L0036-01,,
q16_who_in_town_wants_to_attack_or_burn_the,16,prior_plus_support_content_plus_lexical_hints,3,npc_target_alias,character_party_behavior,Grishna River's Edge Pub,Grishna pub anchor for thin hub recall,20,u-L0005-02|u-L0011-02|u-L0007-01|corpus:location:rivers_edge_pub:canon-summary|corpus:location:rivers_edge_pub:retrieval-keywords,,
q17_how_can_stafl_or_another_social_characte,17,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,How can Stafl or another social character talk the mob down? What arguments would work or fail?,original planner question,50,u-L0034-01|u-L0034-05|u-L0043-01|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:statblock-generator-context,,
q18_what_happens_if_the_party_fails_to_stop,18,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What happens if the party fails to stop the townsfolk from doing something reckless?,original planner question,50,u-L0011-01|u-L0003-01|u-L0005-03|u-L0034-01|u-L0034-02,,
q19_what_triggers_the_tree_to_escalate_from,19,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,What triggers the tree to escalate from ominous object to active threat?,original planner question,50,u-L0034-01|u-L0034-02|u-L0034-04|u-L0034-05|u-L0040-02,,
q20_design_the_tree_encounter_as_a_battlefie,20,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"Design the tree encounter as a battlefield, not just a monster. What terrain, civilians, hazards, and objectives should be present?",original planner question,50,corpus:npc:bubbles_the_float_goat:statblock-generator-context|corpus:npc:bubbles_the_float_goat:bubbles-at-the-table|corpus:npc:bubbles_the_float_goat:package-notes|corpus:npc:bubbles_the_float_goat:mechanical-sheets-priority-highest-first|corpus:npc:bubbles_the_float_goat:suggested-reads-in-order,,
q21_what_should_each_type_of_pc_be_able_to_c,21,prior_plus_support_content_plus_lexical_hints,0,literal_question,all,"What should each type of PC be able to contribute in this scene: social, martial, caster, mobility, investigator?",original planner question,50,u-L0003-01|u-L0034-01|u-L0005-03|u-L0007-01|u-L0007-03,,
